Serial Number,Establishments with Certified Products,Certified Products,Category,Certificate Number,Date of Issue,Date of Expiry,Remark
679,"High Belem Chemistry Co., Ltd. 利肯化工實業有限公司","Tsaio ARTEMISIA SHAMPOO (600ml/bottle), Tsaio ARTEMISIA BODY
WASH (6 00ml/bottle), SOFNON BEHAVE Shampoo (600ml/bottle),
SOFNON
BEHAVE Body Wash (600ml/bottle), EASECOX EASECLEAN UltraBio
Liquid Laundry Detergent (500ml/bottle (botol) ).（Total 5 Items）上山採
藥艾草洗髮露 (600毫升/瓶)、上山採藥艾草沐浴露 (600毫升/瓶)、詩芙
儂炫．洗髮精 (600毫升/瓶)、詩芙儂炫．沐浴乳 (600毫升/瓶)、
EASECOX EASECLEAN全酵超濃縮衣潔精 (500毫升/瓶)（共五項產品
）",Cosmetics,CB70601110325,2025/03/25,2027/03/24,(續)
680,Amun Corporation 鉍富企業股份有限公司,"Hair C are series, Facial Cleaning series, Skin Cleaning series, Facial Care
series,
Skin Care series.（Total 92 Items）髮品系列、臉部清潔系列、肌膚清潔
系
列、臉部保養系列、肌膚保養系列（共九十二項產品）",Cosmetics,CB83301110224,2024/02/24,2026/02/23,(續)
681,"Morita Biotech Co., Ltd. 森田藥粧股份有限公司",Facial Mask series（Total 8 Items）面膜系列（共八項產品）,Cosmetics,CB92701110924,2024/09/13,2025/09/12,(續)
682,"Sea Mild Biotechnology Co., Ltd. 清淨海生技股份有限
公司","Cleaner series, Personal Cleaning Products series.（Total 21 Items）清潔劑
系
列、個人清潔用品系列（共二十一項產品）",Cosmetics,CB92901111224,2024/12/12,2025/12/11,(續)
683,"Edgewell Personal Care Taiwan Ltd., Taiwan Branch 美
商伊潔維股份有限公司台灣分公司","Schick Shaving Cream (150ml/tube, 8g/tube)（Total 1 Item）舒適 刮鬍膏
(150
毫升/支、8克/支)（共一項產品）",Cosmetics,CB95701111024,2024/10/22,2025/10/21,
684,Admoral Biotech Corporation 悅德生技股份有限公司,"Luna VC-IP/Ascorbyl Tetraisopalmitate (1kgs/Bottle, 10kgs/Carton)（Total
1
Item）四己基癸醇抗壞血酸酯 (1公斤/瓶、10公斤/箱)",Cosmetics,CB96101110125,2025/01/08,2026/01/07,
685,"Taiwan Pulp & Paper Corporation 台灣紙業股份有限公
司","TPPC POTASSIUM HYDROXIDE FLAKE (90%) (25 kg/bag, 500 kg/bag,
1000 kg/bag), TPPC POTASSIUM HYDROXIDE FLAKE (95%) (25
kg/bag, 500 kg/bag, 1000 kg/bag), TPPC POTASSIUM CARBONATE
(99.5%) (25 kg/bag, 1000 kg/bag)（Total 3 Items）TPPC食品添加物（氫
氧化鉀） (25公斤/袋、500公斤/袋、1000公斤/袋)、TPPC食品添加物
（氫氧化鉀） (25公斤/袋、500公斤/袋、1000公斤/袋)、TPPC食品添
加物（碳酸鉀） (25公斤/ 袋、1000公斤/袋)（共三項產品）",Non-Food,AP00201120924,2024/09/27,2026/09/26,(續)
686,"Far Eastern New Century Corporation 遠東新世紀股份
有限公司",Polyester series（Total 33 Items）聚酯系列（共三十三項產品）,Non-Food,AP00401121123,2023/11/01,2025/10/31,(續)
687,"Far Eastern New Century Corporation 遠東新世紀股份
有限公司",Polyester series（Total 31 Items）聚酯系列（共三十一項產品）,Non-Food,AP00402121123,2023/11/01,2025/10/31,(續)
688,Corum Inc. 新鈺生技股份有限公司,"Cosmetic Ingredient A series, Cosmetic Ingredient B series.（Total 60 Items
）美
妝原料A系列、美妝原料B系列（共六十項產品）",Non-Food,AB01301120324,2024/03/23,2026/03/22,(續)
689,"Evonik United Silica Industrial Ltd. 國聯矽業化學股份
有限公司",Silicon Dioxide series (Total 9 Items) 二氧化矽系列 (共九項產品),Non-Food,AP02301120523,2023/05/27,2025/05/26,(續)
690,"Wei Ming Pharmaceutical Mfg. Co., Ltd. 惠民製藥股份
有限公司","CYCLOC EL ® “WEI MING” Microcrystalline Cellulose (25 Kgs/PE
Bag/Ctn)
（Total 1 Item）“惠民”結晶性纖維素 (25 Kgs/PE Bag/Ctn)（共一項產品
）",Non-Food,AP07401120324,2024/03/06,2026/03/05,(續)
691,"Formosa Laboratories, Inc. 台耀化學股份有限公司","Nonivam ide (Solidified mass) (1 Kg/Aluminum Bottle, 5 Kg/Aluminum
Bottle)
(Total 1 Item) 諾尼福胺(1公斤/鋁罐裝、5公斤/鋁罐裝) (共一項產品)",Non-Food,AP08502120823,2023/08/04,2025/08/03,(續)
692,"Diamonchem International Co., Ltd. 台懋實業股份有限
公司","DIAMONCHEM INTERNATIONAL ZINC OXIDE (25KG /paper bags),
DIAMO NCHEM INTERNATIONAL ZINC CARBONATE (25KG/paper
bags),
DIAMON CHEM INTERNATIONAL ZINC PEROXIDE (25kg/drum)
(Total 3
Items) 氧化鋅(25KG/紙袋包裝)、碳酸鋅(25KG/紙袋包裝)、過氧化鋅
(25KG/鐵桶包裝) (共三項產品)",Non-Food,AP09001120423,2023/04/10,2025/04/09,(續)
693,Oriental Silicas Corporation 立安東化工股份有限公司,"SODIUM SILICATE SOLID (BULK/JUMBO BAG)、SILICON DIOXIDE
(food grade) (PAPER BAG) (Total 2 Items) 固態矽酸鈉(散裝/PP太空袋)、
二
氧化矽(食品級) (紙袋) (共二項產品)",Non-Food,CP13601120623,2023/06/18,2025/06/17,(續)
694,Quality & Strength Inc. 品堅工業股份有限公司,"Hexagon™ 8-Stage Water Purifier (3.3Kg/Set), Q&S Drinking Water
Purifier WS-89648 (18.8x18.8x41.3(cm)).（Total 2 Items）Hexagon™ 8層
次π水淨化器 (3.3公斤/台)、QS品堅牌89648型飲用水淨化器
(18.8x18.8x41.3(cm))（
共二項產品）",Non-Food,CP15301120724,2024/07/05,2025/07/04,(續)
695,"Taiwan Dorency Co., Ltd. 台灣多連喜保鮮劑股份有限
公司","Oxygen Absorber series, Ice Pad series, Desiccant series（Total 172 Items）
脫
氧劑系列、保冷劑系列、乾燥劑系列（共一百七十二項產品）",Non-Food,TP22001121024,2024/10/25,2026/10/24,(續)
696,"Hsiao Sung Non-Oxygen Chemical Co., Ltd. 小嵩無氧化
學股份有限公司","Oxygen Absorber series, Desiccant series（Total 4 Items）脫氧劑系列、乾
燥
劑系列（共四項產品）",Non-Food,TP23701120125,2025/01/21,2027/01/20,(續)
697,"Yung Zip Chemical Ind. Co., Ltd. 永日化學工業股份有
限公司","Yung Zip So dium Starch Glycolate (DST) (10kg/drum, 25kg/drum,
50kg/drum)
（Total 1 Item）永日澎速 (10公斤/桶、25公斤/桶、50公斤/桶)（共一
項產品）",Non-Food,TP25401120325,2025/03/12,2027/03/11,(續)
698,"Mitsubishi Chemical Taiwan Co., Ltd. Kaohsiung Branch
台灣三菱化學股份有限公司高雄分公司","Strongly Acidic Cation Exchange Resins, Strongly Basic Anion Exchange
Resins,
Other series.（Total 98 Items）強酸性陽離子交換樹脂系列、強鹼性陰離
子
交換樹脂系列、其他系列（共九十八項產品）",Non-Food,TP31501120923,2023/09/11,2025/09/10,(續)
699,"Enhou Polymer Chemical Ind. Co., Ltd. 穩好高分子化學
工業股份有限公司","Nonionic Surfactant series（Total 13 Items）非離子界面活性劑系列（共
十三項產品）",Non-Food,CP32601121124,2024/11/18,2026/11/17,(續)
700,"Jiing Shin Enterprise Co., Ltd. 景欣企業有限公司","PAPERIBC LINER (1000L/800L/1100L), PAPERIBC BOX
(1000L/800L/1100L)（Total 2 Items）無中文品名、無中文品名（共二項
產品）",Non-Food,CP37001120425,2025/04/08,2027/04/07,(續)
701,"Jenn Shyn Co., Ltd. 政鑫興業有限公司",Water Purifier series（Total 7 Items）淨水器系列（共七項產品）,Non-Food,CP42901121224,2024/12/14,2026/12/13,(續)
702,"Sonison Baby Products Co., Ltd. 美弗實業股份有限公
司","Feeding Bottles series, Teat series (Total 103 Items) 奶瓶系列、奶嘴系列 (
共一百零三 項產品)",Non-Food,CP46101120523,2023/05/25,2025/05/24,(續)
703,"Chang Chun Petrochemical Co., Ltd. 長春石油化學股份
有限公司","ANTIOXIDANT ADK STAB AO-50 (AO-50F/AO-50T/AO-50RG) (1076)
(20 kg/CTN, 40kg/CTN, 500kg/bulk bag), ANTIOXIDANT ADK STAB AO-
60
(AO-60RG) (1010 ) (20kg/bag, 20kg/CTN, 500kg/bulk bag),
ANTIOXIDANT
ADK STAB 2112 (2112RG) (168) (20kg/bag, 20kg/CTN, 500kg/bulk bag)（
Total 3 Items）無中文品名(20kg/CTN, 40kg/CTN, 500kg/bulk bag)、無中
文品名(20kg/bag, 20kg/CTN, 500kg/bulk bag)、無中文品名(20kg/bag,
20kg/CTN, 500kg/bulk bag)（共三項產品）",Non-Food,LP47901120724,2024/07/21,2026/07/20,(續)
704,"Hong Jie Paper Co., Ltd. 宏杰國際貿易股份有限公司","He at Sealable Tea bag paper (100mm~404mm × 1000M~2500M /Roll) (Total
1
Item) 茶袋紙(100mm~404mm × 1000M~2500M /捲筒) (共一項產品)",Non-Food,CP48602120823,2023/08/30,2025/08/29,(續)
705,"Wel Han Environmental Industrial Co., Ltd. 威翰環保工
業股份有限公司","Activated Carbon series（Total 76 Items）活性炭系列（共七十六項產品
）",Non-Food,CP49701121024,2024/10/11,2026/10/10,(續)
706,Mosa Industrial Corp. 元翎精密工業股份有限公司,Food Container series（Total 15 Items）食品容器系列（共十五項產品）,Non-Food,CP53101120325,2025/03/07,2027/03/06,(續)
707,"Hydrolux Technogly Co., Ltd. 海力士新創科技有限公
司","Ion Exchange resin series（Total 16 Items）離子交換樹脂系列（共十六項
產品）",Non-Food,TP53701120424,2024/04/07,2026/04/06,(續)
708,"Kae Hwa Industrial Co., Ltd. 啟華工業股份有限公司","PE film (s leepy10-50g, Roll width: 0.14M-2.1M, Roll length: 100M-
4000M),
Breatha ble Textile (sleepy43-95g, Roll width: 0.05M-2.1M, Roll length:
100M-
4000M).（Total 2 Items）PE膜(sleepy10-50g, 布捲寬度:0.14M-2.1M、布
捲長度:100M-4000M)、透氣膜貼合不織布(sleepy43-95g, 布捲寬度
:0.05M-
2.1M、布捲長度:100M-4000M)（共二項產品）",Non-Food,CP57101120824,2024/08/07,2026/08/06,(續)
709,"Benison & Co., Ltd. 本源興股份有限公司","PVC Shrinkage film (500～1000M/roll), PET Shrinkage film (500～
1000M/roll), PLA Shrinkage film (500～1000M/roll) (Total 3 Items) PVC熱
收
縮薄膜(500～1000M/捲)、PET熱收縮薄膜(500～1000M/捲)、PLA熱收
縮薄膜(500～1000M/捲) (共三項產品)",Non-Food,CP57801120823,2023/08/28,2025/08/27,(續)
710,"Biomate Medical Devices Technology Co., Ltd. 京達醫
材科技股份有限公司","Medical Equipment Parts series（Total 115 Items）醫療器材零件系列（共
一
百一十五項產品）",Non-Food,CP59301121024,2024/10/19,2026/10/18,(續)
711,"Eastern Chemicals Co., Ltd. 伊斯登化學有限公司","PIGM ENT RK BLUE 52B (30kg/plastic barrel), PIGMENT RK VIOLET
32W
(30kg/plastic barrel), PIGMENT RK BLUE PT (30kg/plastic barrel),
PIGMENT RK BLUE RL (30kg/plastic barrel), PIGMENT RK VIOLET M
(30kg/plastic barrel), PIGMENT RK VIOLET BL (30kg/plastic barrel).（
Total 6 Items）藍色顏料52B(30kg/塑膠桶)、紫色顏料 32W(30kg/塑膠桶
)、藍色顏料 PT(30kg/塑膠桶)、藍色顏料 RL(30kg/塑膠桶)、紫色顏料
M(30kg/塑膠桶)、紫色顏料 BL(30kg/塑膠桶)（共六項產品）",Non-Food,CP60902120424,2024/04/27,2026/04/26,(續)
712,"Hong Yield Chemical Industrial Co., Ltd. 宏昱股份有限
公司","Ferric Chlorid e (30kg/DRUM, 290kg/DRUM, 1400kg/DRUM,
1500kg/DRUM,
Truck), Ferrous Chloride (30kg/DRUM, 290kg/DRUM, 1400kg/DRUM ,
1500kg/DRUM, Truck), Ferrous Sulfate (30kg/DRUM, 290kg/DRUM,
1400kg/DRUM, 1500kg/DRUM, Truck).（Total 3 Items）氯化鐵(30公斤/
桶、",Non-Food,CP61401120125,2025/01/04,2027/01/03,(續)
713,"Yee Fong Chemical & Industrial Co., Ltd. 義芳化學工業
股份有限公司","45% SODIUM HYDROXIDE SOLUTION (25 tons tanker), 32% SODIUM
HYDROXIDE SOLUTION (25 tons tanker), 32% HYDROCHLORIC ACID
(25 tons tanker), POTASSIUM CARBONATE (25kg、1000 kg), 49%
SODIUM HYDROXIDE SOLUTION (25 tons tanker)（Total 5 Items）
45%氫氧化鈉溶液(25噸槽車)、32%氫氧化鈉溶液(25噸槽車)、32%鹽
酸(25噸槽車)、碳酸鉀(蝙蝠牌)(25公斤、1000公斤)、49%氫氧化鈉溶
液(25噸槽車)（共五項產品）",Non-Food,CP61901120125,2025/01/18,2027/01/17,(續)
714,"Da Fon Environmental Technology Co., Ltd. 大豐環保科
技股份有限公司","HDPE Plastic Pellets series（Total 5 Items）高密度聚乙烯塑膠粒系列（
共五項產品）",Non-Food,CP82601120124,2024/01/04,2026/01/03,(續)
715,"Ever Pure Applied Materials Co., Ltd. 永純應用材料股
份有限公司",Filter Cartridges series（Total 8 Items）濾心系列（共八項產品）,Non-Food,CP83601120324,2024/03/31,2026/03/30,(續)
716,"Li Ling Film Co., Ltd. 力麟科技股份有限公司","LIBOLON NYLON FILM (Width :300mm~3000mm, Length :
2000m~48000m) （Total 1 Item）力寶龍尼龍薄膜(寬度:
300mm~3000mm、長度:
2000m~48000m)（共一項產品）",Non-Food,CP83701120325,2025/03/23,2027/03/22,(續)
717,Ecolab Ltd. 藝康企業股份有限公司,Cleaner series（Total 37 Items）清潔劑系列（共三十七項產品）,Non-Food,CP84801120724,2024/07/05,2026/07/04,(續)
718,"Formosa Plastics Corporation 台灣塑膠工業股份有限公
司","45% SODIUM HYDROXIDE SOLUTION (Tanker), 49.5% SODIUM
HYDROXIDE SOLUTION (Tanker), SODIUM HYDROXIDE (CAUSTIC
SODA (FLAKE)) (25Kg/Bag), SODIUM HYDROXIDE (CAUSTIC SODA
(MICR OPEARLS)) (25Kg/Bag, 50LBS/Bag), 32% HYDROCHLORIC
ACID
(Tanker).（Total 5 Items）45%氫氧化鈉溶液 (槽車)、49.5%氫氧化鈉溶
液
(槽車)、氫氧化鈉 (片碱) (25Kg/袋)、氫氧化鈉 (微粒碱) (25Kg/袋、
50LBS/ 袋)、32%鹽酸 (槽車)（共五項產品）",Non-Food,CP85101120724,2024/07/16,2026/07/15,(續)
719,"Oriental Green Materials Limited 亞東綠材股份有限公
司","PET Flake series, PP/PE Flake series, PET Chip series (Total 11 Items) PET
瓶片
系列、PP/PE瓶片系列、PET酯粒系列 (共十一項產品)",Non-Food,CP85401120823,2023/08/24,2025/08/23,(續)
720,"Oriental Green Materials Limited 亞東綠材股份有限公
司","PET Flake series, PP/PE Flake series, PET Bottle Preform series（Total 9
Items）PET瓶片系列、PP/PE瓶片系列、PET瓶胚系列（共九項產品）",Non-Food,CP85402121024,2024/10/09,2025/10/08,
721,Ton Yi Industrial Corp. 統一實業股份有限公司,"Decorated steel sheets (semi-finished product), metal can (170mL~20L/can),
ê Decorated steel sheets (semi-finished product) (Total 3 Items) 塗印鐵皮(半
成
品)、金屬罐(170毫升~20公升/罐)、塗印鐵皮(半成品) (共三項產品)",Non-Food,CP88801120723,2023/07/12,2025/07/11,(續)
722,"Qi Li Water Resources Co., Ltd. 齊立水資源股份有限公
司","Visca rb Activated Carbon Block (Cartridge) (1μm/5μm/10μm, 25pcs/ctn),
Qili
Activated Carbon Block (Cartridge) (1μm/5μm/10μm, 25pcs/ctn)（Total 2
Items）力晶壓縮活性炭濾芯 (1微米/5微米/10微米，25支/箱)、齊立椰
殼活性炭濾芯 (1微米/5微米/10微米，25支/箱)（共二項產品）",Non-Food,CP89701121024,2024/10/11,2026/10/10,(續)
723,"BVI White Factor International Limited Taiwan Branch
英屬維京群島商白因子國際股份有限公司台灣分公司",Disinfectant series（Total 4 Items）清潔消毒劑系列（共四項產品）,Non-Food,CP89801120923,2023/09/21,2025/09/20,(續)
724,"Bright Sheland International Co., Ltd. 旭然國際股份有
限公司","Filter Housings series, Ultraviolet System series.（Total 6 Items）濾殼系列
、
紫外線設備系列（共六項產品）",Non-Food,CP93301121124,2024/11/29,2026/11/28,(續)
725,"Bright Sheland International Co., Ltd. 旭然國際股份有
限公司","Filter Housing series, Filter Cartridges series, Filter Bags series.（Total 9
Items）濾殼系列、濾芯系列、濾袋系列（共九項產品）",Non-Food,CP93302121124,2024/11/29,2026/11/28,(續)
726,"Sen Cheng Trading Co., Ltd. 森晨貿易有限公司",Florida Water series（Total 5 Items）花露水系列（共五項產品）,Non-Food,CP97101120225,2025/02/25,2026/02/24,
727,"Yu Lan Agriculture Co., Ltd. 玉蘭農產有限公司","VDS CARROT (300g/bag, 650g/bag, 2KG/bag, 10KG/bag, 500g/bag,
250g/bag), VDS COLOR CARROT(450g/bag, 1KG/bag)（Total 2 Items）
VDS 胡蘿蔔(300g/包、650g/包、2KG/包、10KG/包、500g/包、250g/包)
、VDS 彩色胡蘿蔔(450g/包、1KG/包)（共二項產品）",Fresh Produce,AV00102151123,2023/11/02,2025/11/01,(續)
728,"Zhen Wang Le Co., Ltd. 鉦旺樂股份有限公司","Lemon (12Kg/CTN, 15Kg/CTN, 21Kg/CTN), Calamansi (12Kg/CTN,
15Kg/CTN, 21Kg/CTN).（Total 2 Items）檸檬 (12公斤/箱、15公斤/箱、
21
公斤/箱)、金桔 (12公斤/箱、15公斤/箱、21公斤/箱)（共二項產品）",Fresh Produce,CV57301150824,2024/08/10,2026/08/09,(續)
729,"Shin Hu Cooperation Farm 保證責任雲林縣新湖合作農
場","Shin Hu Iceberg Lettuce (12~18 kg/ box), Shin Hu Cabbage (12~18 kg/ box),
Shin Hu Romaine Hearts (12~18 kg/ box), Shin Hu Red Cabbage (12~18 kg/
box), Shin Hu Red Cabbage (12~18 kg/ box), Shin Hu Lettuce (8~10 kg/
box)（
Total 5 Items）馨の結球萵苣 (12~18公斤/箱)、馨の甘藍 (12~18公斤/箱
)、
馨の蘿蔓 (12~18公斤/箱)、馨の紫甘藍 (12~18公斤/箱)、馨の葉萵苣
(8~10 公斤/箱)（共五項產品）",Fresh Produce,CV62101150125,2025/01/30,2027/01/29,(續)
